timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1568029104034,525,285 /app/authentication,200,OK,manual assign job 1-1,,true,,1012,520,1,1,525,0,286
1568029104805,22,403 /app/rest/account,200,OK,manual assign job 1-1,text,true,,1678,475,1,1,22,0,0
1568029103989,547,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-1,,true,,2690,995,1,1,547,300,286
1568029104845,190,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,1,1,0,0,0
1568029105043,3420,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1021,852,1,1,3420,0,0
1568029105043,3420,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1021,852,1,1,3420,8,0
1568029108479,80,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,1,1,0,0,0
1568029108569,1896,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1021,852,1,1,1896,0,52
1568029108569,1896,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1021,852,1,1,1896,9,52
1568029110482,80,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,1,1,0,0,0
1568029110569,1748,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1021,852,1,1,1748,0,0
1568029110569,1748,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1021,852,1,1,1748,9,0
1568029112332,75,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,1,1,0,0,0
1568029112415,1722,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1021,852,1,1,1722,0,50
1568029112415,1722,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1021,852,1,1,1722,9,50
1568029104844,9211,ManualAssign100,200,"Number of samples in transaction : 8, number of failing samples : 0",manual assign job 1-1,,true,,5364,3408,1,1,8786,96,102
1568034654241,509,285 /app/authentication,200,OK,manual assign job 1-1,,true,,1012,520,1,1,509,0,288
1568034654983,21,403 /app/rest/account,200,OK,manual assign job 1-1,text,true,,1678,475,1,1,21,0,0
1568034654198,530,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-1,,true,,2690,995,1,1,530,285,288
1568034655020,201,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,1,1,0,0,0
1568034655229,1812,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1021,852,1,1,1812,0,0
1568034655228,1812,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1021,852,1,1,1812,8,0
1568034657054,75,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,1,1,0,0,0
1568034657137,1782,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1021,852,1,1,1782,0,50
1568034657137,1782,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1021,852,1,1,1782,8,50
1568034658935,135,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,1,1,0,0,0
1568034659080,1671,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1021,852,1,1,1671,0,0
1568034659079,1671,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1021,852,1,1,1671,13,0
1568034660771,87,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,1,1,0,0,0
1568034660866,1679,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1021,852,1,1,1679,0,49
1568034660866,1679,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1021,852,1,1,1679,7,49
1568034655020,7442,ManualAssign100,200,"Number of samples in transaction : 8, number of failing samples : 0",manual assign job 1-1,,true,,5364,3408,1,1,6944,96,99
1568098388860,524,285 /app/authentication,200,OK,manual assign job 1-1,,true,,1012,520,1,1,524,0,268
1568098389605,23,403 /app/rest/account,200,OK,manual assign job 1-1,text,true,,1680,475,1,1,22,0,0
1568098388803,547,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-1,,true,,2692,995,1,1,546,286,268
1568098389642,159,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,1,1,0,0,0
1568098389808,3733,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1023,852,1,1,3733,0,0
1568098389808,3733,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1023,852,1,1,3733,8,0
1568098393556,88,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,1,1,0,0,0
1568098393652,1830,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1023,852,1,1,1830,0,46
1568098393651,1830,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1023,852,1,1,1830,8,46
1568098395494,73,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,1,1,0,0,0
1568098395573,1726,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1023,852,1,1,1726,0,0
1568098395573,1726,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1023,852,1,1,1726,8,0
1568098397312,59,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,1,1,0,0,0
1568098397377,1766,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1023,852,1,1,1766,0,49
1568098397377,1766,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1023,852,1,1,1766,7,49
1568098389642,9434,ManualAssign100,200,"Number of samples in transaction : 8, number of failing samples : 0",manual assign job 1-1,,true,,5372,3408,1,1,9055,79,95
1568098863443,555,285 /app/authentication,200,OK,manual assign job 1-1,,true,,1012,520,7,7,555,0,292
1568098863787,282,285 /app/authentication,200,OK,manual assign job 1-5,,true,,1012,520,7,7,282,0,51
1568098863886,283,285 /app/authentication,200,OK,manual assign job 1-6,,true,,1012,520,8,8,283,0,52
1568098863588,410,285 /app/authentication,200,OK,manual assign job 1-3,,true,,1012,520,7,7,410,0,147
1568098863687,322,285 /app/authentication,200,OK,manual assign job 1-4,,true,,1012,520,7,7,322,0,51
1568098863486,516,285 /app/authentication,200,OK,manual assign job 1-2,,true,,1012,520,7,7,516,0,249
1568098863986,279,285 /app/authentication,200,OK,manual assign job 1-7,,true,,1012,520,9,9,279,0,48
1568098864251,24,403 /app/rest/account,200,OK,manual assign job 1-4,text,true,,1677,475,9,9,23,0,0
1568098863687,346,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-4,,true,,2689,995,9,9,345,249,51
1568098864250,46,403 /app/rest/account,200,OK,manual assign job 1-1,text,true,,1675,475,10,10,46,0,0
1568098864250,49,403 /app/rest/account,200,OK,manual assign job 1-3,text,true,,1676,475,10,10,49,0,0
1568098864250,45,403 /app/rest/account,200,OK,manual assign job 1-2,text,true,,1677,475,10,10,44,0,0
1568098864276,30,403 /app/rest/account,200,OK,manual assign job 1-7,text,true,,1679,475,10,10,30,0,0
1568098864250,52,403 /app/rest/account,200,OK,manual assign job 1-6,text,true,,1678,475,10,10,52,0,0
1568098864250,56,403 /app/rest/account,200,OK,manual assign job 1-5,text,true,,1679,475,10,10,56,0,0
1568098863390,601,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-1,,true,,2687,995,10,10,601,329,292
1568098863587,459,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-3,,true,,2688,995,10,10,459,277,147
1568098863486,561,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-2,,true,,2689,995,10,10,560,279,249
1568098863986,309,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-7,,true,,2691,995,10,10,309,39,48
1568098863886,335,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-6,,true,,2690,995,10,10,335,121,52
1568098863786,338,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-5,,true,,2691,995,10,10,338,219,51
1568098864087,294,285 /app/authentication,200,OK,manual assign job 1-8,,true,,1012,520,10,10,294,0,51
1568098864407,17,403 /app/rest/account,200,OK,manual assign job 1-8,text,true,,1674,475,10,10,17,0,0
1568098864087,311,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-8,,true,,2686,995,10,10,311,73,51
1568098864186,287,285 /app/authentication,200,OK,manual assign job 1-9,,true,,1012,520,10,10,287,0,55
1568098864518,17,403 /app/rest/account,200,OK,manual assign job 1-9,text,true,,1675,475,10,10,17,0,0
1568098864186,304,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-9,,true,,2687,995,10,10,304,60,55
1568098864287,287,285 /app/authentication,200,OK,manual assign job 1-10,,true,,1012,521,10,10,287,0,51
1568098864583,16,403 /app/rest/account,200,OK,manual assign job 1-10,text,true,,1676,475,10,10,16,0,0
1568098864287,303,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-10,,true,,2688,996,10,10,303,16,51
1568098864406,523,JSR223 Sampler,200,OK,manual assign job 1-5,text,true,,320,0,10,10,0,0,0
1568098864397,533,JSR223 Sampler,200,OK,manual assign job 1-6,text,true,,320,0,10,10,0,0,0
1568098864289,642,JSR223 Sampler,200,OK,manual assign job 1-4,text,true,,320,0,10,10,0,0,0
1568098864557,389,JSR223 Sampler,200,OK,manual assign job 1-9,text,true,,320,0,10,10,0,0,0
1568098864617,313,JSR223 Sampler,200,OK,manual assign job 1-10,text,true,,320,0,10,10,0,0,0
1568098864367,593,JSR223 Sampler,200,OK,manual assign job 1-7,text,true,,320,0,10,10,0,0,0
1568098864346,602,JSR223 Sampler,200,OK,manual assign job 1-3,text,true,,320,0,10,10,0,0,0
1568098864359,594,JSR223 Sampler,200,OK,manual assign job 1-2,text,true,,320,0,10,10,0,0,0
1568098864501,429,JSR223 Sampler,200,OK,manual assign job 1-8,text,true,,320,0,10,10,0,0,0
1568098864345,611,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,10,10,0,0,0
1568098864941,2545,HTTPREQ Manaul Assign,200,OK,manual assign job 1-5,text,true,,1023,852,10,10,2545,0,0
1568098864971,2515,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1023,852,10,10,2515,0,0
1568098864971,2515,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1023,852,10,10,2515,9,0
1568098864940,2545,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-5,,true,,1023,852,10,10,2545,10,0
1568098864959,2568,HTTPREQ Manaul Assign,400,Bad Request,manual assign job 1-10,text,false,,1127,852,10,10,2568,0,0
1568098864959,2568,ManualAssignThread,,"Number of samples in transaction : 1, number of failing samples : 1",manual assign job 1-10,,false,,1127,852,10,10,2568,18,0
1568098864967,2642,HTTPREQ Manaul Assign,200,OK,manual assign job 1-7,text,true,,1023,852,10,10,2641,0,0
1568098864970,2641,HTTPREQ Manaul Assign,200,OK,manual assign job 1-2,text,true,,1023,852,10,10,2641,0,0
1568098864967,2642,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-7,,true,,1023,852,10,10,2641,9,0
1568098864970,2641,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-2,,true,,1023,852,10,10,2641,8,0
1568098867503,125,JSR223 Sampler,200,OK,manual assign job 1-5,text,true,,320,0,10,10,0,0,0
1568098867503,126,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,10,10,0,0,0
1568098867553,108,JSR223 Sampler,200,OK,manual assign job 1-10,text,true,,320,0,10,10,0,0,0
1568098867625,145,JSR223 Sampler,200,OK,manual assign job 1-7,text,true,,320,0,10,10,0,0,0
1568098867637,139,JSR223 Sampler,200,OK,manual assign job 1-2,text,true,,320,0,10,10,0,0,0
1568098864958,2845,HTTPREQ Manaul Assign,200,OK,manual assign job 1-9,text,true,,1023,852,10,10,2845,0,0
1568098864958,2845,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-9,,true,,1023,852,10,10,2845,5,0
1568098867813,57,JSR223 Sampler,200,OK,manual assign job 1-9,text,true,,320,0,10,10,0,0,0
1568098864942,2941,HTTPREQ Manaul Assign,200,OK,manual assign job 1-6,text,true,,1023,852,10,10,2940,0,0
1568098864942,2941,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-6,,true,,1023,852,10,10,2940,7,0
1568098864968,2928,HTTPREQ Manaul Assign,200,OK,manual assign job 1-3,text,true,,1023,852,10,10,2927,0,0
1568098864967,2928,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-3,,true,,1023,852,10,10,2927,5,0
1568098864947,2990,HTTPREQ Manaul Assign,200,OK,manual assign job 1-4,text,true,,1023,852,10,10,2989,0,0
1568098864970,2969,HTTPREQ Manaul Assign,200,OK,manual assign job 1-8,text,true,,1023,852,10,10,2969,0,0
1568098864970,2969,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-8,,true,,1023,852,10,10,2969,10,0
1568098864946,2990,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-4,,true,,1023,852,10,10,2989,9,0
1568098867907,85,JSR223 Sampler,200,OK,manual assign job 1-3,text,true,,320,0,10,10,0,0,0
1568098867897,108,JSR223 Sampler,200,OK,manual assign job 1-6,text,true,,320,0,10,10,0,0,0
1568098867955,97,JSR223 Sampler,200,OK,manual assign job 1-8,text,true,,320,0,10,10,0,0,0
1568098867964,120,JSR223 Sampler,200,OK,manual assign job 1-4,text,true,,320,0,10,10,0,0,0
1568098867664,2587,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1023,852,10,10,2587,0,50
1568098867663,2587,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1023,852,10,10,2587,7,50
1568098870262,54,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,10,10,0,0,0
1568098867656,2886,HTTPREQ Manaul Assign,200,OK,manual assign job 1-5,text,true,,1023,852,10,10,2886,0,50
1568098867656,2886,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-5,,true,,1023,852,10,10,2886,5,50
1568098867779,2810,HTTPREQ Manaul Assign,200,OK,manual assign job 1-7,text,true,,1023,852,10,10,2810,0,51
1568098867779,2810,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-7,,true,,1023,852,10,10,2810,4,51
1568098870552,69,JSR223 Sampler,200,OK,manual assign job 1-5,text,true,,320,0,10,10,0,0,0
1568098867876,2758,HTTPREQ Manaul Assign,200,OK,manual assign job 1-9,text,true,,1023,852,10,10,2758,0,50
1568098867875,2758,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-9,,true,,1023,852,10,10,2758,6,50
1568098870598,91,JSR223 Sampler,200,OK,manual assign job 1-7,text,true,,320,0,10,10,0,0,0
1568098868013,2716,HTTPREQ Manaul Assign,200,OK,manual assign job 1-6,text,true,,1023,852,10,10,2716,0,49
1568098868012,2716,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-6,,true,,1023,852,10,10,2716,8,49
1568098870644,101,JSR223 Sampler,200,OK,manual assign job 1-9,text,true,,320,0,10,10,0,0,0
1568098867678,3083,HTTPREQ Manaul Assign,200,OK,manual assign job 1-10,text,true,,1023,852,10,10,3083,0,64
1568098867678,3083,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-10,,true,,1023,852,10,10,3083,7,64
1568098867783,3013,HTTPREQ Manaul Assign,200,OK,manual assign job 1-2,text,true,,1023,852,10,10,3013,0,51
1568098867783,3013,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-2,,true,,1023,852,10,10,3013,5,51
1568098870742,63,JSR223 Sampler,200,OK,manual assign job 1-6,text,true,,320,0,10,10,0,0,0
1568098868007,2806,HTTPREQ Manaul Assign,200,OK,manual assign job 1-3,text,true,,1023,852,10,10,2806,0,51
1568098868007,2806,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-3,,true,,1023,852,10,10,2806,6,51
1568098870773,63,JSR223 Sampler,200,OK,manual assign job 1-10,text,true,,320,0,10,10,0,0,0
1568098870805,93,JSR223 Sampler,200,OK,manual assign job 1-2,text,true,,320,0,10,10,0,0,0
1568098870826,91,JSR223 Sampler,200,OK,manual assign job 1-3,text,true,,320,0,10,10,0,0,0
1568098868060,2959,HTTPREQ Manaul Assign,200,OK,manual assign job 1-8,text,true,,1023,852,10,10,2959,0,50
1568098868059,2959,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-8,,true,,1023,852,10,10,2959,6,50
1568098868092,2938,HTTPREQ Manaul Assign,200,OK,manual assign job 1-4,text,true,,1023,852,10,10,2938,0,50
1568098868092,2938,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-4,,true,,1023,852,10,10,2938,6,50
1568098871028,76,JSR223 Sampler,200,OK,manual assign job 1-8,text,true,,320,0,10,10,0,0,0
1568098871044,93,JSR223 Sampler,200,OK,manual assign job 1-4,text,true,,320,0,10,10,0,0,0
1568098870321,2539,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1023,852,10,10,2539,0,49
1568098870321,2539,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1023,852,10,10,2539,7,49
1568098872873,54,JSR223 Sampler,200,OK,manual assign job 1-1,text,true,,320,0,10,10,0,0,0
1568098870626,2676,HTTPREQ Manaul Assign,200,OK,manual assign job 1-5,text,true,,1023,852,10,10,2676,0,48
1568098870626,2676,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-5,,true,,1023,852,10,10,2676,5,48
1568098870696,2661,HTTPREQ Manaul Assign,200,OK,manual assign job 1-7,text,true,,1023,852,10,10,2660,0,50
1568098870696,2661,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-7,,true,,1023,852,10,10,2660,4,50
1568098873311,94,JSR223 Sampler,200,OK,manual assign job 1-5,text,true,,320,0,10,10,0,0,0
1568098873366,69,JSR223 Sampler,200,OK,manual assign job 1-7,text,true,,320,0,10,10,0,0,0
1568098870754,2692,HTTPREQ Manaul Assign,200,OK,manual assign job 1-9,text,true,,1023,852,10,10,2692,0,52
1568098870754,2692,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-9,,true,,1023,852,10,10,2692,4,52
1568098873454,53,JSR223 Sampler,200,OK,manual assign job 1-9,text,true,,320,0,10,10,0,0,0
1568098870844,2769,HTTPREQ Manaul Assign,200,OK,manual assign job 1-10,text,true,,1023,852,10,10,2769,0,46
1568098870843,2769,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-10,,true,,1023,852,10,10,2769,6,46
1568098870923,2722,HTTPREQ Manaul Assign,200,OK,manual assign job 1-3,text,true,,1023,852,10,10,2722,0,46
1568098870923,2722,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-3,,true,,1023,852,10,10,2722,4,46
1568098870904,2748,HTTPREQ Manaul Assign,200,OK,manual assign job 1-2,text,true,,1023,852,10,10,2748,0,50
1568098870904,2748,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-2,,true,,1023,852,10,10,2748,4,50
1568098873622,53,JSR223 Sampler,200,OK,manual assign job 1-10,text,true,,320,0,10,10,0,0,0
1568098870811,2892,HTTPREQ Manaul Assign,200,OK,manual assign job 1-6,text,true,,1023,852,10,10,2892,0,50
1568098870811,2892,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-6,,true,,1023,852,10,10,2892,3,50
1568098873652,73,JSR223 Sampler,200,OK,manual assign job 1-3,text,true,,320,0,10,10,0,0,0
1568098873662,74,JSR223 Sampler,200,OK,manual assign job 1-2,text,true,,320,0,10,10,0,0,0
1568098873710,52,JSR223 Sampler,200,OK,manual assign job 1-6,text,true,,320,0,10,10,0,0,0
1568098871109,2667,HTTPREQ Manaul Assign,200,OK,manual assign job 1-8,text,true,,1023,852,10,10,2667,0,49
1568098871109,2667,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-8,,true,,1023,852,10,10,2667,3,49
1568098873783,52,JSR223 Sampler,200,OK,manual assign job 1-8,text,true,,320,0,10,10,0,0,0
1568098871144,2918,HTTPREQ Manaul Assign,200,OK,manual assign job 1-4,text,true,,1023,852,10,10,2918,0,50
1568098871144,2918,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-4,,true,,1023,852,10,10,2918,5,50
1568098874071,56,JSR223 Sampler,200,OK,manual assign job 1-4,text,true,,320,0,10,10,0,0,0
1568098872932,2525,HTTPREQ Manaul Assign,200,OK,manual assign job 1-1,text,true,,1023,852,10,10,2525,0,50
1568098872932,2525,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-1,,true,,1023,852,10,10,2525,5,50
1568098864344,11011,ManualAssign100,200,"Number of samples in transaction : 8, number of failing samples : 0",manual assign job 1-1,,true,,5372,3408,10,10,10166,111,149
1568098873441,2371,HTTPREQ Manaul Assign,200,OK,manual assign job 1-7,text,true,,1023,852,9,9,2371,0,48
1568098873441,2371,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-7,,true,,1023,852,9,9,2371,5,48
1568098864367,11382,ManualAssign100,200,"Number of samples in transaction : 8, number of failing samples : 0",manual assign job 1-7,,true,,5372,3408,9,9,10482,71,149
1568098873511,2427,HTTPREQ Manaul Assign,200,OK,manual assign job 1-9,text,true,,1023,852,8,8,2427,0,51
1568098873511,2427,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-9,,true,,1023,852,8,8,2427,4,51
1568098864557,11322,ManualAssign100,200,"Number of samples in transaction : 8, number of failing samples : 0",manual assign job 1-9,,true,,5372,3408,8,8,10722,66,153
1568098873409,2551,HTTPREQ Manaul Assign,200,OK,manual assign job 1-5,text,true,,1023,852,7,7,2551,0,49
1568098873409,2551,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-5,,true,,1023,852,7,7,2551,3,49
1568098864406,11469,ManualAssign100,200,"Number of samples in transaction : 8, number of failing samples : 0",manual assign job 1-5,,true,,5372,3408,7,7,10658,91,147
1568098873682,2519,HTTPREQ Manaul Assign,200,OK,manual assign job 1-10,text,true,,1023,852,6,6,2518,0,48
1568098873682,2519,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-10,,true,,1023,852,6,6,2518,4,48
1568098864617,11476,ManualAssign100,,"Number of samples in transaction : 8, number of failing samples : 1",manual assign job 1-10,,false,,5476,3408,6,6,10938,116,158
1568098873740,2473,HTTPREQ Manaul Assign,200,OK,manual assign job 1-2,text,true,,1023,852,5,5,2473,0,50
1568098873740,2473,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-2,,true,,1023,852,5,5,2473,3,50
1568098864359,11775,ManualAssign100,200,"Number of samples in transaction : 8, number of failing samples : 0",manual assign job 1-2,,true,,5372,3408,5,5,10875,86,151
1568098873766,2460,HTTPREQ Manaul Assign,200,OK,manual assign job 1-6,text,true,,1023,852,4,4,2460,0,48
1568098873766,2460,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-6,,true,,1023,852,4,4,2460,3,48
1568098864397,11765,ManualAssign100,200,"Number of samples in transaction : 8, number of failing samples : 0",manual assign job 1-6,,true,,5372,3408,4,4,11008,70,147
1568098873839,2483,HTTPREQ Manaul Assign,200,OK,manual assign job 1-8,text,true,,1023,852,3,3,2483,0,51
1568098873839,2483,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-8,,true,,1023,852,3,3,2483,4,51
1568098864500,11732,ManualAssign100,200,"Number of samples in transaction : 8, number of failing samples : 0",manual assign job 1-8,,true,,5372,3408,3,3,11078,98,150
1568098873728,2663,HTTPREQ Manaul Assign,200,OK,manual assign job 1-3,text,true,,1023,852,2,2,2663,0,50
1568098873728,2663,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-3,,true,,1023,852,2,2,2663,4,50
1568098864346,11970,ManualAssign100,200,"Number of samples in transaction : 8, number of failing samples : 0",manual assign job 1-3,,true,,5372,3408,2,2,11118,82,147
1568098874131,2337,HTTPREQ Manaul Assign,200,OK,manual assign job 1-4,text,true,,1023,852,1,1,2337,0,47
1568098874130,2337,ManualAssignThread,200,"Number of samples in transaction : 1, number of failing samples : 0",manual assign job 1-4,,true,,1023,852,1,1,2337,5,47
1568098864289,12094,ManualAssign100,200,"Number of samples in transaction : 8, number of failing samples : 0",manual assign job 1-4,,true,,5372,3408,1,1,11182,92,147
1568099221488,507,285 /app/authentication,200,OK,manual assign job 1-2,,true,,1012,520,7,7,507,0,238
1568099221689,293,285 /app/authentication,200,OK,manual assign job 1-4,,true,,1012,520,6,6,293,0,50
1568099221787,284,285 /app/authentication,200,OK,manual assign job 1-5,,true,,1012,520,7,7,284,0,52
1568099221888,289,285 /app/authentication,200,OK,manual assign job 1-6,,true,,1012,520,8,8,289,0,51
1568099221437,545,285 /app/authentication,200,OK,manual assign job 1-1,,true,,1012,520,6,6,545,0,289
1568099221588,394,285 /app/authentication,200,OK,manual assign job 1-3,,true,,1012,520,6,6,394,0,138
1568099222231,21,403 /app/rest/account,200,OK,manual assign job 1-2,text,true,,1674,475,9,9,21,0,0
1568099222231,21,403 /app/rest/account,200,OK,manual assign job 1-6,text,true,,1678,475,9,9,21,0,0
1568099222231,21,403 /app/rest/account,200,OK,manual assign job 1-1,text,true,,1675,475,9,9,21,0,0
1568099222231,21,403 /app/rest/account,200,OK,manual assign job 1-3,text,true,,1673,475,9,9,21,0,0
1568099221488,528,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-2,,true,,2686,995,9,9,528,249,238
1568099222231,21,403 /app/rest/account,200,OK,manual assign job 1-5,text,true,,1673,475,9,9,21,0,0
1568099221787,305,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-5,,true,,2685,995,9,9,305,193,52
1568099221987,289,285 /app/authentication,200,OK,manual assign job 1-7,,true,,1012,520,9,9,289,0,51
1568099222231,21,403 /app/rest/account,200,OK,manual assign job 1-4,text,true,,1676,475,9,9,21,0,0
1568099221888,310,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-6,,true,,2690,995,9,9,310,69,51
1568099221392,566,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-1,,true,,2687,995,9,9,566,312,289
1568099221588,415,authenticate,200,"Number of samples in transaction : 2, number of failing samples : 0",manual assign job 1-3,,true,,2685,995,9,9,415,271,138
